Polymer_Family,Base_SMILES,Candidate_SMILES,Tanimoto_Similarity,Predicted_Tg_degC,Predicted_Dk
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PEEK,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,c1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(Oc9ccc(C(=O)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1.0,617.92,3.4173
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6154,162.86,1.5782
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6154,162.86,1.5782
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6154,162.97,1.5875
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.6154,162.97,1.5863
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Br)Br,0.6154,163.12,1.5843
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)Br,0.6154,163.15,1.5843
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.6667,162.97,1.5863
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Cl)Cl,0.6154,162.97,1.5863
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6154,162.77,1.578
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6154,162.97,1.5873
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,0.6154,163.15,1.5843
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6154,163.01,1.5865
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
PTFE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,163.01,1.5882
